DeAgostini,週刊,鉄道 ＤＡＴＡ ＦＩＬＥ,国鉄・JR・民鉄の車両、世界の名車両を豊富な写真や図解データでビジュアルに徹底解説。9つの章構成で、車両、駅、テクノロジー、歴史など鉄道に関するさまざまなトピックスを多角的に紹介していきます。鉄道への
DeAgostini,隔週刊,ロード･オブ･ザ･リングシネマフィギュアコレクション,"映画の感動をリアルに再現したシネマメタルフィギュアを毎号、あなたのお手元に…。 「ロード・オブ・ザ・リング / 
シネマフィギュアコレクション」は、「ロード・オブ・ザ・リング」3部作に登場するキャラク"
DeAgostini,週刊,ビジュアル日本の歴史 増補版,2000年に創刊された『ビジュアル日本の歴史』の再刊行（増補）版。上段のマンガでストーリーを追いながら時代の流れを把握し、下段の写真解説で時代を象徴する出来事や人物について知るという、マンガと写真の一
DeAgostini,週刊,漢方ライフ,生命力を心地よく自然に高める――これが漢方の大きな特長です。「漢方ライフ」は、症状別、病気別の対処法・治療法から、家庭でできる薬膳・ツボマッサージ・気功体操などの実践法、漢方薬・薬草のプロフィールなど
DeAgostini,隔週刊,エアコンバット DVDコレクション,"『隔週刊エアコンバット・コレクション』と同時発売の隔週刊エアコンバットDVD 
コレクションでは、貴重な軍用航空機の飛行シーンを迫力の映像とサウンドで体感することができるシリーズです。"
DeAgostini,隔週刊,エアコンバット･コレクション,軍用航空機に焦点を当て、懐かしの名機から現代の最新鋭機までを各年代別に分けられた詳細な資料と特大イラストで徹底解剖したビジュアルマガジンです。さらに、世界の戦闘機を細密に再現した本格的なコレクションモ
DeAgostini,週刊,１００人,人類の長い歴史を語る上で欠かすことのできない人物たちを国やジャンル、時代を問わず取り上げ、彼らの人生を通じて、私たち人類がこれまでにどのような歴史を歩んできたのかを振り返るビジュアルマガジンシリーズで
DeAgostini,週刊,リアルロボット,知能を持つ本格的ロボット「サイボット」を組み立てるためのパーツと、ロボットワールドのあらゆる情報が詰まった楽しい本誌がセットになったテクノマガジンです。プログラミングで自分だけの知能ロボットに！
DeAgostini,隔週刊,ワールド・ウェポン DVDコレクション,本誌で紹介される世界の兵器を、迫力ある映像とサウンドで再現。各巻一つの兵器を取り上げ、その兵器の開発から現在までさまざまな角度から解説。ビデオコレクションに加えて、保存に便利なDVDコレクションです。
DeAgostini,週刊,スタートレック -ファクトファイル,1966年よりアメリカで始まったTVシリーズで映画でも大人気の「スタートレック」。全シリーズのあらゆる情報を網羅した公式ガイドが日本初登場！エピソード、宇宙船の図面、武器、未来テクノロジー、そしてユニ
DeAgostini,週刊,しあわせCooking,おいしくて体にいいレシピや料理の基本を服部幸應先生自らが手ほどき！毎週盛りだくさんのお料理情報をお届けします。特製バインダーにファイリングすれば、お気に入りのレシピ集ができあがります。
DeAgostini,週刊,ワールド・ウェポン,20世紀に開発された兵器を、分野ごとに取り上げ、そのプロフィールと各種データ、発展の歴史や基本システム、実戦での活躍を豊富な資料と写真で詳しく解説するビジュアル兵器大百科です。多角的に分析することによ
DeAgostini,隔週刊,ワールド・ウェポンビデオコレクション,本誌で紹介される世界の兵器を、迫力ある映像とサウンドで再現。各巻一つの兵器を取り上げ、その兵器の開発から現在までさまざまな角度から解説。ビデオコレクションに加えて、保存に便利なDVDコレクションも発売
DeAgostini,週刊,セーリング・シップ,毎号付属のキットを使って、どなたでも簡単に本格的な帆船模型作りが楽しめる、パーツ付きクラフトマガジンです。組み立てはわかりやすいステップ・バイ・ステップの説明となっておりますので、初めての方でも大丈夫
DeAgostini,週刊,そーなんだ！,"『週刊そーなんだ！』はみんなのいろいろな不思議（？）をそーなんだ（！）にかえる科学マガジンです。ナビゲーターのガリレオ博士をはじめ楽しいキャラクターがいっぱい登場して、みんなに分かりやすく解説！ 
"
DeAgostini,週刊,スター・ウォーズ―ファクトファイル,世界中で多くのファンをもつ名作映画「スター・ウォーズ」シリーズの既公開４作の世界を満載。世界初の公式スター・ウォーズデータマガジンがついに登場です。第２デス・スターの崩壊から23年後、新共和国家元首か
DeAgostini,週刊,ニュー・ピーシー･サクセス,「上手に操作したいのに、なぜつまずくのか…」週刊ニューPCサクセスはそれに答えた初級者向けのマガジンです。パソコンの初級者から上級者へステップ・バイ・ステップで必ず上達します。
DeAgostini,週刊,スピーク・イングリッシュ,発音チェックやロールプレイイングもできる厳選されたオーディオ教材、そして、専用webサイトでクイズ、ゲームで楽しく復習できるインターラクティブ英会話シリーズです。CD-ROM付きの特別版も発売。
DeAgostini,週刊,ビジュアル源氏物語,牧美也子氏の漫画でストーリーを追いながら、その周りの写真や図版解説で平安王朝の時代背景、ライフスタイルなどについて知ることができる斬新なページ構成で、難解とされてきた永遠の名作を読みこなします。原文と
DeAgostini,週刊,インサイド・ヒューマン・ボディ,実際の医療現場で行われている先端の診断と医療法に迫る、ビジュアル医療マガジンです。また、人体のしくみ、人の生命、身近な病気、薬など現代医学にまつわるあらゆるデータを網羅。特製バインダーにファイリングす
DeAgostini,隔週刊,インサイド・ヒューマン・ボディ ビデオ版,"信頼のあるDiscovery Health 
Channelのプログラムをビデオ化。本邦未公開映像も含まれます。選りすぐりの手術シーンなど生の医療現場をテーマ毎に収録。"
DeAgostini,週刊,ディズニー・ダイナソー,ディズニーの大ヒット映画「ダイナソー」のキャラクターが神秘の恐竜ワールドをナビゲート。豊富なイラストと資料で分かり易く恐竜達の特徴を紹介します。毎号ついてくる骨パーツを集めれば、光る恐竜の骨モデルが出
DeAgostini,隔週刊,トレジャー・ストーン,地球の自然が生み出した宝石や鉱石の魅惑的な世界を紹介。宝石・鉱物のコレクションマガジンです。毎号、専用のバインダーでファイリングしていくと、知りたいことがすぐに引き出せるようになっています。また、毎号
DeAgostini,週刊,ニュー・イージー・ピーシー,パソコンに触れたことがない、家にあるんだけれど使い方がわからないなど、いまからパソコンを始めようというご家族のためのパソコン・コースです。分厚いパソコンの本や難解な操作手順ガイドと違って、いまのあなた
DeAgostini,週刊,マイ・ドールズ・ハウス,ドールハウスの名品を紹介する本誌と精巧なミニチュア・パーツがドッキング。毎号ついてくるキットを組み立てれれば豪華なビクトリア様式のドールハウスが完成します。パーツの組み立ては豊富な写真を使って、詳細に
DeAgostini,月刊,アート・コースビデオ,ビデオシリーズは、本誌で解説したテクニックや知識を用いながら、映像で楽しく学べるプログラムになっています。本誌とはひと味ちがった題材、応用ノウハウに挑戦してドローイングやペインティングのバリエーション
DeAgostini,隔週刊,アート・コース,ドローイング、水彩、油、アクリル……など、あらゆるジャンルのアートを基礎からステップ・バイ・ステップ方式で学んでいくシリーズです。マガジンに付いてくる画材を使って実際に絵を描きながら、色づかいのポイン
DeAgostini,週刊,ビジュアル日本の歴史,石ノ森章太郎氏のマンガと共に時代の流れを追う､誰にでも親しみやすい歴史パートワーク。上段のマンガでストーリーを追いながら時代の流れを把握し、下段の写真解説で時代を象徴する出来事や人物について知るという
DeAgostini,週刊,ピーシー・サクセス,上手に操作したいのに、なぜつまずくのか……「ピーシー・サクセス」は、それに答えた初級者向けのパソコン・コース・マガジンです。ステップ・バイ・ステップ方式で確実にスキルアップ。毎号続けて読むことで、いつ
DeAgostini,週刊,ワールド･エア･クラフト,ファン待望！世界の航空機の完全データファイル！迫力満点のカラー写真＆詳細なイラストによるリアルな解説で懐かしい名機から最新機まで世界各国すべての機種を網羅します。検索に便利なオリジナル・ファイリング・
DeAgostini,週刊,イングリッシュ･フォー･ユー･プラス,創刊から2年を迎え、ご好評をいただいている「週刊ニュー・イングリッシュ・フォー・ユー」に、新たに英語の習得度がレベルチェックできるセルフテストを収録したCDエクストラを加えてパワー・アップして登場した
DeAgostini,週刊,ホームガーデン,すでに新しいライフスタイルとして定着しつつあるガーデニング。そのガーデニングに、より楽しく、よりアクティブに取り組みたいと思っている人々に向けてお届けするのが、花と緑のガーデニング大百科「週刊ホームガ
DeAgostini,週刊,アートギャラリー,西洋絵画の巨匠たちを毎号1人とりあげ、傑作を紹介するとともに、それらの作品が描かれた背景、画家の独特なスタイルや才能、そして技法などを細部にわたって解説していく、マガジン・シリーズです。ルネサンスから
DeAgostini,週刊,イージー･ピーシー,パソコンを買っても、家族全員機械オンチ。使いこなせるのか？！誰か助けて！こんな声にお応えした、パソコンの「ホームドクター」が、「週刊イージー・ピーシー」。いちから始める初心者から、そろそろホームページ
DeAgostini,週刊,ザ・ムービー,世界映画の100年を、タテからヨコから、楽しく編集。私の生まれた年には、どんな映画がはやったの？あの映画はどんな監督が撮ったんだろう？映画ファンなら知ってうれしい情報に加え、さらに“スクリーンの裏側”
DeAgostini,隔週刊,クラシック･コレクション (再刊行),"大好評だった『隔週刊クラシックコレクション 
I』へのアンコールにお答えしたクラシックコレクションの第2弾！ますますパワーアップして手軽に本格的に音楽を楽しむためのラインナップが揃います。"
DeAgostini,週刊,メディ･ファイル,気になる病気も「かかるまで知らなかった」では困ります。どんな症状で、どんな予防をすればいいのか、あらゆる角度から丁寧に解説。家族のかけがえのない健康のために知っておきたい情報を分かり易くレクチャーしま
DeAgostini,週刊,ドゥ･フォト,瞬間を刻む。写真は今、さまざまな世代に受けいれられています。これからカメラをはじめる方、基本から知りたい方へ。基礎から始まてステップアップ、やがてプロのテクニックまでが習得できます。価値ある写真を残す
DeAgostini,週刊,エックス･ゾーン,日常から一歩外れたZONEには、いまだ解明できない、さまざまな謎が眠っています。超能力やUFO、心霊現象など、宇宙の謎と人間の未知の可能性に関する、驚異の事件を紹介。あらゆる不思議にスポットをあて、あ
DeAgostini,週刊,ニュー･イングリッシュ･フォー･ユー,会話、読み書き、文法。英語習得のポイントをおさえ、CDとカセットで、どこでもリピート。BBC（英国放送協会）監修の楽しいテキストで、基礎から上級まで、あなたの目的にあった実力が身につきます。気軽に、家
DeAgostini,週刊,マーダー･ケースブック,何が人を殺人犯へと変えるのか？犯行の裏にある心理は何か？作家コリン・ウィルソンをはじめとする世界の著名ライターが、犯罪心理学的アプローチを駆使して、偏見のない記述で、事件の本質を鋭く描き出します。
DeAgostini,隔週刊,クラシック･コレクション,チャイコフスキー、ドヴォルザーク、ベートーベン。いつかどこかで耳にした名曲の数々、クラシック音楽の喜びを、気軽に味わってください。くわしい解説と、楽しく演奏できるやさしい楽譜もつけて、雑誌形式でお届け
DeAgostini,週刊,グレート･アーティスト 再刊行,偉大な画家の生涯と作品と、その創造の源を探ります。画家の生きた時代に深く切り込んだり、大きく5つのテーマから多面的なアプローチをすることで従来の画集にはなかった多面的なアプローチが実現しています。10
DeAgostini,週刊,恐竜サウルス,見たい！知りたい！触りたい！迫力の3Dメガネで、大人もオドロく恐竜のリアルな姿が目の前に。付録のプラスチック・パーツもたのしみ。集めてすてきな恐竜大百科、遊んで学べて、お子様にも大好評でした。
DeAgostini,隔週刊,グレート･コンポーザー,歴史に残る偉大な作曲家を深く理解するために、その生涯、作品鑑賞のための手引きなどを、当時の写真や絵画も盛り込んで編集。高音質CD付で、作曲家の魅力のすべてをあますところなく伝えます。
DeAgostini,週刊,ドゥ･アート,初心者にも、ベテランの方にも、毎号新しい発見がある。今までにない実践的なガイドブックです。画材、技法の正しい基礎知識から、制作上のトラブル解決法までの大好評だったメソードは「隔週刊アートコース」に引き
DeAgostini,週刊,エア･クラフト,世界最高・最新の航空機情報を満載の航空百科。精密なイラストレーション、興味深くやさしい解説、豊富なカラーで航空機のロマンを目で楽しみ、読んで味わえます。デアゴスティーニ・ジャパンがお届けした、日本にお
DeAgostini,週刊,ロビ 再刊行版,"2013年創刊の『ロビ』は、創刊早々に品切れになるほどの爆発的ヒット商品となりました。ご好評につき、再創刊いたしました。 
『ロビ』は世界的に有名なロボットクリエイターの高橋智隆氏が、このシリーズのた"
DeAgostini,週刊,ロビ,"ロボットを組み立ててロボットと暮らそう。 「歩く」「言葉を理解し話す」「歌って踊る」人間らしい仕草や動きを表現！ 
週刊「ロビ」は毎号付属のパーツを組み立てると、愛くるしい動きや会話を楽しめるロボット"
Hachette,週刊,刺しゅうでつくる ピーターラビット™の世界,"インテリアにぴったり！！ピーターラビット™の世界を題材にした素敵なオリジナルサンプラー※をつくりましょう。
色とりどりの刺しゅう糸で毎号少しずつモチーフを刺していくシリーズです。

ピーターラビット™"
Hachette,週刊,装甲騎兵ボトムズ スコープドッグをつくる,"キリコが、そして最低野郎ども（ボドムズ）が命を預け戦ったAT（アーマードトルーパー）の傑作機スコープドッグをお前の手で組み上げろ

1983年に放送を開始したTVアニメ『装甲騎兵ボトムズ』は、主人公キ"
Hachette,週刊,聯合艦隊旗艦 戦艦武蔵 ダイキャストギミックモデルをつくる,"大艦巨砲時代の最高傑作「武蔵」が最新の研究によって現代に蘇る

大艦巨砲時代の最高傑作―46cm三連装主砲を3基も備えた世界最大の戦艦にして、太平洋戦争でもっとも長いあいだ日本海軍聯合艦隊の旗艦をつと"
Hachette,週刊,ラビット スーパーフローS601をつくる,"富士重工業が1959（昭和34）年に発売し大ヒットモデルとなったスクーター、ラビット スーパーフローS601を徹底再現!!

読者のみなさまによる熱い応援のおかげで、『スバル360をつくる』シリーズの"
Hachette,隔週刊,阪神タイガース実況CDマガジン,"ラジオと雑誌の一体型マガジン登場。

『阪神タイガース実況CDマガジン』はA.R.E.GOES ONを切に願うファンのためのスペシャル・マガジンです。
勝敗に一喜一憂せず、選手を育てながらA.R.E."
Hachette,週二回,メタル・ギミックモデル バットモービル タンブラー,"もっとも攻撃的かつ強靭、鈍く光る漆黒のボディにハイテク装備を搭載したバットモービル「タンブラー」
可動、ライト、サウンド、そして1/8ビッグスケールで迫りくるタンブラー
かんたん組み立て！

『バット"
Hachette,週刊,宇宙戦艦ヤマト,"251号からパトロール艦の組み立てがスタート！発光ギミックが映えるスマートな艦影を作り上げよう!!
宇宙戦艦ヤマト 地球防衛軍 パトロール艦

依然として好評の本シリーズは、再度の延長が決定いたしまし"
Hachette,隔週刊,昭和落語名演 秘蔵音源CDコレクション,"昭和の落語家による名演の数々が未発売音源でよみがえる！
Point 1
マガジンとCDで落語の名演を味わい尽くす！

本書は、これまで発売されたことのない音源を中心に、古今亭志ん朝をはじめとする著名な"
Hachette,週二回,メタル・ギミックモデル 幻の豪華客船 タイタニック号をつくる,"壮大な夢をのせた“世界最大”の豪華客船

1912年4月のある夜、
当時世界最大の客船「タイタニック号」が消息を絶った。
現代にも語り継がれる、20世紀最大の海難事故である。
この悲劇の裏には、
乗員"
Hachette,週刊,週刊ガールズ＆パンツァーⅣ号戦車H型（D型改）をつくる,"あんこうチーム、パンツァー・フォー！『ガルパン』のⅣ号戦車が究極のスケールモデルとして登場です！

「女子高生と戦車」という、これまでになかったテーマを真正面から描いて10周年を迎えてもなお大ヒットを"
Hachette,隔週刊,昭和傑作テレビドラマDVDコレクション,"誰もが胸を熱くした青春ドラマの金字塔が時代を超えてDVDとマガジンでよみがえる！
中村雅俊主演の青春ドラマ4作品をコンプリート

1975年に放送され大ヒットを記録した『俺たちの旅』を筆頭に、『俺たち"
Hachette,週刊,週刊ディズニーマジカルミュージックシアター,"ディズニー映画の名シーンをミニチュアで再現 動きと光と音で楽しむシアターオブジェをつくりましょう

時代を超えてたくさんの夢を与えつづけてくれるディズニ－・アニメーション。
厳選された心に残る名シーン"
Hachette,週刊,アルカディア号ダイキャストギミックモデルをつくる,"キャプテンハーロック率いる 宇宙海賊戦艦を精密に再現!!
アルカディア号 どくろの旗をかかげ、信じるもののために 命をかけて戦う男の艦がいまここに！！
こちらはプレミアム定期購読のアイテムを含めた完成"
Hachette,週刊,THETERMINATORT-800をつくる,"サラ・コナーを抹殺せよ− 未来から転送された最強殺人マシン、T-800
映画『ターミネーター』TM のオリジナルモデルから設計された 人間抹殺用アンドロイドT-800エンドスケルトンを組み立てる！
ス"
Hachette,週刊,鉄の城マジンガーＺ巨大メタルギミックモデルをつくる（延長）：偉大な勇者グレートマジンガー,"101号からグレートマジンガーがスタート!迫力の巨大モデルがついに登場!

読者のみなさまによる熱い声援により、本シリーズの延長が決定いたしました。
101号からは、みなさまからご要望が多かった「グレ"
Hachette,週刊,西部警察MACHINE RS-1ダイキャストギミックモデルをつくる（延長）：SUPER Z日産フェアレディ 280Z,"101号から「スーパーZ」がスタート！！金色のダイキャストモデルがあなたの手に！！

読者のみなさまによる熱い応援のおかげで、本シリーズの延長が決定しました。101号からはRS-1と人気を二分するスー"
Hachette,週刊,週刊 ランチアストラトスをつくる,"

1973年にラリーの世界選手権としてスタートしたワールド・ラリー・チャンピオンシップ（WRC）。
ランチア ストラトスは、このラリー戦で勝つために開発された生粋の“パーパス・ビルド・マシン”であっ"
Hachette,週刊,江戸川乱歩と名作ミステリーの世界,"絢爛たる装丁で幻想とロマンあふれるミステリーの世界へ誘います
幻想とロマンに満ちたミステリーのラビリンスへようこそ。『江戸川乱歩と名作ミステリーの世界』は、江戸川乱歩の作品をはじめ、ミステリー史に残る"
Hachette,週二回,週刊エイリアンゼノモーフをつくる,"いまだかつて存在しなかった大きさ、ディテール、ギミックすべてが圧倒的！
1979年、初めてその姿を現した「ゼノモーフ」前代未聞の120cm、ビッグサイズで登場！

1979年に公開された『エイリアン』"
Hachette,週刊,"ウォーハンマー40,000：IMPERIUM","帝国へようこそ
手に汗握るテーブルトップ・ウォーゲーム『ウォーハンマー40,000：IMPERIUM』の世界へようこそ！これは人類が存亡を賭けて、異種族や反逆者、その他の凶悪な敵と戦っている41千年紀"
Hachette,週刊,スバル360をつくる,"夢と希望を乗せて走った“てんとう虫”。
全長37.4cm！1/8ならではの精密さを実現ボディは重厚なダイキャスト製！価値のある増加試作車を綿密取材により再現！
サウンドコントローラー付きディスプレイベ"
Hachette,隔週刊,鷲沢玲子のはじめてのホワイトキルト,"白いモチーフをつなげて、タペストリーを仕上げましょう
白い布に立体感を出せる「トラプント技法」は、光の陰影で模様が美しく引き立ちます。
ホワイトキルトのタペストリー

30数年前、トラプントキルトに初"
Hachette,週刊,ピーターラビット?の世界イングリッシュガーデン＆ハウス,"眺めているだけで物語に入り込んでしまいそうなピーターラビットの仲間たちがあそぶ、憧れのお家とお庭。小さくてかわいいミニチュアをつくって組み立ててあなたのお部屋にとっておきの夢の世界をつくりましょう。
"
Hachette,週刊,空母 赤城ダイキャストギミックモデルをつくる,"圧倒的かつ緻密なディティールで現代によみがえる空母「赤城」
真珠湾攻撃で活躍した伝説の大型空母「赤城」が、
1/250スケールのダイキャストギミックモデルとして復活！
完成後はリモコン操作で、司令長官"
Hachette,隔週刊,恋愛小説の世界名作ブックコレクション,"甘くて切ない極上の物語を美しい装丁で味わいましょう
甘酸っぱい初恋や、許されない禁断の恋、試練を乗り越え見つけた真実の愛……。
『恋愛小説の世界 名作ブックコレクション』は、世界の名作恋愛小説を豪華ハ"
Hachette,週刊,宇宙戦艦ヤマト（再延長）ヒュウガ,"171号から戦闘空母ヒュウガがスタート!!迫力のダイキャストギミックモデルついに登場!!
本シリーズは依然として好評につき、さらなる延長が決定いたしました。 171号からは、新たなヤマト艦隊、第65護"
Hachette,週刊,ENJOY!OUTDOOR,"このシリーズは、毎号付属のマガジンとツールを集めながらアウトドアのテクニックを楽しくマスターするツール付き体験コースです。
付属ツール 毎号ついてくるツールや素材で手軽に体験+マガジン 4つのカテゴリ"
