DeAgostini,隔週刊,東映任侠映画傑作DVDコレクション,"あの頃の憧れていた男達にもう一度出会える！ 
日本の映画史上に一時代を築いた高倉健をはじめとするスター俳優たちの名演が楽しめる東映の任侠映画を毎号1作品収録したDVDと、豊富なビジュアルで作品を解説す"
DeAgostini,週刊,仮面ライダー オフィシャルパーフェクトファイル,"その世界観を時代ごとにさまざまに進化させながら、昭和と平成の時空間を越えて疾走する変身ヒーロー、仮面ライダー。 『週刊 
仮面ライダーオフィシャルパーフェクトファイル』は、各ライダーのプロフィールはも"
DeAgostini,隔週刊,大映特撮映画DVDコレクション,"ガメラ＆大魔神 すべての大映特撮映画ファンに贈る！ 
格調高い文芸作品や、日本映画の底力を呈した海外グランプリ受賞作、そして重厚な時代劇映画など、多くの傑作、名作を製作してきた大映が得意とするジャンル"
DeAgostini,隔週刊,北斗の拳 DVDコレクション,"199X年に起きた核戦争によって、暴力が支配する時代となった弱肉強食の世界に現れた、伝説の暗殺拳“北斗神拳”の伝承者・ケンシロウ。 
『北斗の拳』は、ケンシロウとその仲間そして強敵たちの生き様を描いた"
DeAgostini,隔週刊,スタートレック・スターシップコレクション,スタートレックのテレビシリーズと映画に登場する、主要な宇宙船を網羅した、まったく新しいスケールモデルコレクションです。 どの宇宙船もダイキャストと高品質ABS素材を使用し、美しい塗装を施すことで、細部
DeAgostini,週刊,日本の神社,"日本の神々が坐す はるかなる聖地を訪ねて。 
日本の神話と歴史にゆかりの深い名社を毎号一社取り上げ、その魅力を徹底解説する。いつかは行ってみたい神社の由来から、社殿をはじめとする建造物、歴史を物語るご"
DeAgostini,隔週刊,東宝・新東宝戦争映画DVD コレクション,日本映画史に刻まれた、珠玉の戦争映画の数々がここに！明治・大正・昭和と、日本は数々の戦争を経験してきました。一方で、映画技術が日本にもたらされ劇映画が製作されるようになった頃から《戦争》は主要なテーマ
DeAgostini,週刊,日本の名車,#NAME?
DeAgostini,隔週刊,剣客商売 DVD コレクション,"藤田まこと主演の人気時代劇シリーズ 「剣客商売」を収録したDVDと、そのストーリーや見どころ、時代背景などを紹介するマガジンがセットになったマガジンシリーズです。 
「剣客商売」は1998年に放映開始"
DeAgostini,週刊,ランボルギーニカウンタック LP500S,"""ランボルギーニカウンタック LP500S"" 70年代半ばにさっそうと登場し、日本人の心をわしづかみにしたスーパーカーの代名詞。 
目にも鮮やかなレッド、リアウイング、スイングアップドアといった個性溢"
DeAgostini,隔週刊,パッチワーク 改訂版,"パターンレッスンと小物作りの２部構成だから初めてでも大丈夫！""パターン""とは、パッチワークを構成する図案のこと。パターン作りを通して、ゆがみのない美しい縫い方や、図柄をきれいに見せる縫い代の倒し方など"
DeAgostini,隔週刊,ラリーカーコレクション,－伝説を乗せた永遠の名車－ 70年代～現在までの 新旧ラリーカーミュージアム級の コレクションをあなたの手に ラリーの歴史を彩ってきた究極のレスポ ンスを競うレース仕様のマシンを貴重な 情報と共に精密
DeAgostini,週刊,スズキ HAYABUSA GSX1300R,"""究極""をコンセプトに開発された世界最速マシン「SUZUKI GSX1300R 
ハヤブサ」。ハイスペックでありながら、抜群の安定性と運動性能を誇り、1999年の発売以来、世界中のライダーを魅了し続け"
DeAgostini,隔週刊,新刑事コロンボDVDコレクション,「新・刑事コロンボ」もカバーしたコレクションがついに登場！ 1968年の初登場から2003年の最終話まで、35年間にわたってヒットした『刑事コロンボ』。 その独特のキャラクターと斬新なストーリー展開は
DeAgostini,隔週刊,自衛隊モデル・コレクション,"陸・海・空が勢揃いする初めてのコレクション！！ 
隔週刊『自衛隊モデル･コレクション』は戦闘機、戦車、護衛艦など陸海空の各自衛隊が保有した主要装備の精巧なスケールモデルが、毎号1つ付属するマガジンシリ"
DeAgostini,隔週刊,ハーレーダビッドソン・プレミアムコレクション,"アメリカン・ブランドの伝説のハーレーダビッドソン。 
名車たちと100年を超える歴史を精巧な1/24スケールのダイキャストモデルと貴重な写真でビジュアル豊富に解説したマガジンでたどるコレクションシリー"
DeAgostini,週刊,マクロス・クロニクル 新訂版,"1982年からTVアニメとしてスタートし30周年を迎えた『超時空要塞マクロス』から最新作『マクロスFB7オレノウタヲキケ！ 
』まで、全ての作品を徹底網羅したオフィシャルファクトファイルです。 
「リ"
DeAgostini,週刊,日本の城,"週刊「日本の城」は日本全国の城の当時の姿を再現した復元 CG 
や内部の断面図、古絵図、古写真など、貴重なビジュアルを多用しながら、あらゆる角度から城の魅力をつぶさに伝えるマガジンです。 専用リングバ"
